item_id,category,item_name,packet_weight_grams
M0098,Meat,Butcher's Choice Traditional Ground Meat,500
M0099,Meat,Butcher's Choice Premium Steak,200
M0099,Meat,Butcher's Choice Premium Steak,500
M0100,Meat,Quality Meats Extra Ribs,200
M0100,Meat,Quality Meats Extra Ribs,500
M0101,Meat,Prime Cuts Organic Brisket,200
M0101,Meat,Prime Cuts Organic Brisket,500
M0102,Meat,Butcher's Choice Value Veal,200
M0102,Meat,Butcher's Choice Value Veal,500
M0103,Meat,Prime Cuts Natural Duck,200
M0103,Meat,Prime Cuts Natural Duck,500
M0104,Meat,Premium Select Silver Venison,200
M0104,Meat,Premium Select Silver Venison,500
M0105,Meat,Butcher's Choice Artisan Rabbit,200
M0105,Meat,Butcher's Choice Artisan Rabbit,500
M0106,Meat,Farm Raised Wild Goat,200
M0106,Meat,Farm Raised Wild Goat,500
M0107,Meat,Butcher's Choice Super Liver,200
M0107,Meat,Butcher's Choice Super Liver,500
M0108,Meat,Premium Select Traditional Chicken Wings,200
M0108,Meat,Premium Select Traditional Chicken Wings,500
M0109,Meat,Prime Cuts Deluxe Chicken Breast,200
M0109,Meat,Prime Cuts Deluxe Chicken Breast,500
M0110,Meat,Farm Raised Special Chicken Thigh,200
M0110,Meat,Farm Raised Special Chicken Thigh,500
M0111,Meat,Prime Cuts Pure Beef Sirloin,200
M0111,Meat,Prime Cuts Pure Beef Sirloin,500
M0112,Meat,Quality Meats Pure Beef Tenderloin,200
M0112,Meat,Quality Meats Pure Beef Tenderloin,500
M0113,Meat,Farm Raised Fresh Pork Chop,200
M0113,Meat,Farm Raised Fresh Pork Chop,500
M0114,Meat,Premium Select Extra Pork Belly,200
M0114,Meat,Premium Select Extra Pork Belly,500
M0115,Meat,Butcher's Choice Super Lamb Chop,200
M0115,Meat,Butcher's Choice Super Lamb Chop,500
M0116,Meat,Prime Cuts Premium Meatballs,200
M0116,Meat,Prime Cuts Premium Meatballs,500
M0117,Meat,Quality Meats Gourmet Chicken,200
M0117,Meat,Quality Meats Gourmet Chicken,500
M0118,Meat,Butcher's Choice Fresh Beef,200
M0118,Meat,Butcher's Choice Fresh Beef,500
M0119,Meat,Butcher's Choice Light Pork,200
M0119,Meat,Butcher's Choice Light Pork,500
M0120,Meat,Premium Select Fresh Lamb,200
M0120,Meat,Premium Select Fresh Lamb,500
M0121,Meat,Prime Cuts Light Turkey,200
M0121,Meat,Prime Cuts Light Turkey,500
M0122,Meat,Butcher's Choice Gold Sausage,200
M0122,Meat,Butcher's Choice Gold Sausage,500
M0123,Meat,Prime Cuts Extra Bacon,200
M0123,Meat,Prime Cuts Extra Bacon,500
M0124,Meat,Premium Select Natural Ham,200
M0124,Meat,Premium Select Natural Ham,500
M0125,Meat,Premium Select Super Salami,200
M0125,Meat,Premium Select Super Salami,500
M0126,Meat,Quality Meats Fresh Pepperoni,200
M0126,Meat,Quality Meats Fresh Pepperoni,500
M0127,Meat,Farm Raised Special Ground Meat,200
M0127,Meat,Farm Raised Special Ground Meat,500
M0128,Meat,Farm Raised Gold Steak,200
M0128,Meat,Farm Raised Gold Steak,500
M0129,Meat,Premium Select Traditional Ribs,200
M0129,Meat,Premium Select Traditional Ribs,500
M0130,Meat,Premium Select Extra Brisket,200
M0130,Meat,Premium Select Extra Brisket,500
M0131,Meat,Butcher's Choice Pure Veal,200
M0131,Meat,Butcher's Choice Pure Veal,500
M0132,Meat,Farm Raised Original Duck,200
M0132,Meat,Farm Raised Original Duck,500
M0133,Meat,Premium Select Light Venison,200
M0133,Meat,Premium Select Light Venison,500
M0134,Meat,Farm Raised Artisan Rabbit,200
M0134,Meat,Farm Raised Artisan Rabbit,500
M0135,Meat,Farm Raised Fresh Goat,200
M0135,Meat,Farm Raised Fresh Goat,500
M0136,Meat,Quality Meats Special Liver,200
M0136,Meat,Quality Meats Special Liver,500
M0137,Meat,Quality Meats Gold Chicken Wings,200
M0137,Meat,Quality Meats Gold Chicken Wings,500
M0138,Meat,Butcher's Choice Super Chicken Breast,200
M0138,Meat,Butcher's Choice Super Chicken Breast,500
M0139,Meat,Quality Meats Artisan Chicken Thigh,200
M0139,Meat,Quality Meats Artisan Chicken Thigh,500
M0140,Meat,Butcher's Choice Light Beef Sirloin,200
M0140,Meat,Butcher's Choice Light Beef Sirloin,500
M0141,Meat,Premium Select Classic Beef Tenderloin,200
M0141,Meat,Premium Select Classic Beef Tenderloin,500
M0142,Meat,Farm Raised Light Pork Chop,200
M0142,Meat,Farm Raised Light Pork Chop,500
M0143,Meat,Prime Cuts Deluxe Pork Belly,200
M0143,Meat,Prime Cuts Deluxe Pork Belly,500
M0144,Meat,Farm Raised Traditional Lamb Chop,200
M0144,Meat,Farm Raised Traditional Lamb Chop,500
M0145,Meat,Farm Raised Original Meatballs,200
M0145,Meat,Farm Raised Original Meatballs,500
M0146,Meat,Quality Meats Premium Chicken,200
M0146,Meat,Quality Meats Premium Chicken,500
M0147,Meat,Butcher's Choice Deluxe Beef,200
M0147,Meat,Butcher's Choice Deluxe Beef,500
M0148,Meat,Premium Select Gourmet Pork,200
M0148,Meat,Premium Select Gourmet Pork,500
M0149,Meat,Butcher's Choice Premium Lamb,200
M0149,Meat,Butcher's Choice Premium Lamb,500
M0150,Meat,Quality Meats Fresh Turkey,200
M0150,Meat,Quality Meats Fresh Turkey,500
M0151,Meat,Prime Cuts Artisan Sausage,200
M0151,Meat,Prime Cuts Artisan Sausage,500
M0152,Meat,Quality Meats Fresh Bacon,200
M0152,Meat,Quality Meats Fresh Bacon,500
M0153,Meat,Butcher's Choice Gourmet Ham,200
M0153,Meat,Butcher's Choice Gourmet Ham,500
M0154,Meat,Butcher's Choice Natural Salami,200
M0154,Meat,Butcher's Choice Natural Salami,500
M0155,Meat,Premium Select Signature Pepperoni,200
M0155,Meat,Premium Select Signature Pepperoni,500
M0156,Meat,Prime Cuts Natural Ground Meat,200
M0156,Meat,Prime Cuts Natural Ground Meat,500
M0157,Meat,Butcher's Choice Light Steak,200
M0157,Meat,Butcher's Choice Light Steak,500
M0158,Meat,Premium Select Premium Ribs,200
M0158,Meat,Premium Select Premium Ribs,500
M0159,Meat,Farm Raised Artisan Brisket,200
M0159,Meat,Farm Raised Artisan Brisket,500
M0160,Meat,Butcher's Choice Pure Veal,200
M0160,Meat,Butcher's Choice Pure Veal,500
M0161,Meat,Prime Cuts Deluxe Duck,200
M0161,Meat,Prime Cuts Deluxe Duck,500
M0162,Meat,Premium Select Homestyle Venison,200
M0162,Meat,Premium Select Homestyle Venison,500
M0163,Meat,Premium Select Gourmet Rabbit,200
M0163,Meat,Premium Select Gourmet Rabbit,500
M0164,Meat,Farm Raised Natural Goat,200
M0164,Meat,Farm Raised Natural Goat,500
M0165,Meat,Prime Cuts Traditional Liver,200
M0165,Meat,Prime Cuts Traditional Liver,500
M0166,Meat,Prime Cuts Traditional Chicken Wings,200
M0166,Meat,Prime Cuts Traditional Chicken Wings,500
M0167,Meat,Farm Raised Light Chicken Breast,200
M0167,Meat,Farm Raised Light Chicken Breast,500
M0168,Meat,Farm Raised Gold Chicken Thigh,200
M0168,Meat,Farm Raised Gold Chicken Thigh,500
M0169,Meat,Butcher's Choice Pure Beef Sirloin,200
M0169,Meat,Butcher's Choice Pure Beef Sirloin,500
M0170,Meat,Premium Select Premium Beef Tenderloin,200
M0170,Meat,Premium Select Premium Beef Tenderloin,500
M0171,Meat,Quality Meats Special Pork Chop,200
M0171,Meat,Quality Meats Special Pork Chop,500
M0172,Meat,Butcher's Choice Special Pork Belly,200
M0172,Meat,Butcher's Choice Special Pork Belly,500
M0173,Meat,Premium Select Signature Lamb Chop,200
M0173,Meat,Premium Select Signature Lamb Chop,500
M0174,Meat,Butcher's Choice Classic Meatballs,200
M0174,Meat,Butcher's Choice Classic Meatballs,500
M0175,Meat,Farm Raised Value Chicken,200
M0175,Meat,Farm Raised Value Chicken,500
M0176,Meat,Farm Raised Value Beef,200
M0176,Meat,Farm Raised Value Beef,500
M0177,Meat,Prime Cuts Deluxe Pork,200
M0177,Meat,Prime Cuts Deluxe Pork,500
M0178,Meat,Farm Raised Wild Lamb,200
M0178,Meat,Farm Raised Wild Lamb,500
M0179,Meat,Quality Meats Special Turkey,200
M0179,Meat,Quality Meats Special Turkey,500
M0180,Meat,Quality Meats Signature Sausage,200
M0180,Meat,Quality Meats Signature Sausage,500
M0181,Meat,Farm Raised Original Bacon,200
M0181,Meat,Farm Raised Original Bacon,500
M0182,Meat,Prime Cuts Extra Ham,200
M0182,Meat,Prime Cuts Extra Ham,500
M0183,Meat,Prime Cuts Original Salami,200
M0183,Meat,Prime Cuts Original Salami,500
M0184,Meat,Quality Meats Special Pepperoni,200
M0184,Meat,Quality Meats Special Pepperoni,500
M0185,Meat,Premium Select Light Ground Meat,200
M0185,Meat,Premium Select Light Ground Meat,500
M0186,Meat,Prime Cuts Gold Steak,200
M0186,Meat,Prime Cuts Gold Steak,500
M0187,Meat,Quality Meats Value Ribs,200
M0187,Meat,Quality Meats Value Ribs,500
M0188,Meat,Premium Select Super Brisket,200
M0188,Meat,Premium Select Super Brisket,500
M0189,Meat,Butcher's Choice Silver Veal,200
M0189,Meat,Butcher's Choice Silver Veal,500
M0190,Meat,Prime Cuts Homestyle Duck,200
M0190,Meat,Prime Cuts Homestyle Duck,500
M0191,Meat,Prime Cuts Wild Venison,200
M0191,Meat,Prime Cuts Wild Venison,500
M0192,Meat,Premium Select Special Rabbit,200
M0192,Meat,Premium Select Special Rabbit,500
M0193,Meat,Prime Cuts Classic Goat,200
M0193,Meat,Prime Cuts Classic Goat,500
M0194,Meat,Premium Select Traditional Liver,200
M0194,Meat,Premium Select Traditional Liver,500
M0195,Meat,Premium Select Value Chicken Wings,200
M0195,Meat,Premium Select Value Chicken Wings,500
M0196,Meat,Farm Raised Traditional Chicken Breast,200
M0196,Meat,Farm Raised Traditional Chicken Breast,500
M0197,Meat,Butcher's Choice Artisan Chicken Thigh,200
M0197,Meat,Butcher's Choice Artisan Chicken Thigh,500
M0198,Meat,Butcher's Choice Homestyle Beef Sirloin,200
M0198,Meat,Butcher's Choice Homestyle Beef Sirloin,500
M0199,Meat,Premium Select Deluxe Beef Tenderloin,200
M0199,Meat,Premium Select Deluxe Beef Tenderloin,500
M0200,Meat,Butcher's Choice Signature Pork Chop,200
M0200,Meat,Butcher's Choice Signature Pork Chop,500
M0201,Meat,Butcher's Choice Homestyle Pork Belly,200
M0201,Meat,Butcher's Choice Homestyle Pork Belly,500
M0202,Meat,Quality Meats Gold Lamb Chop,200
M0202,Meat,Quality Meats Gold Lamb Chop,500
M0203,Meat,Farm Raised Gourmet Meatballs,200
M0203,Meat,Farm Raised Gourmet Meatballs,500
M0204,Meat,Quality Meats Super Chicken,200
M0204,Meat,Quality Meats Super Chicken,500
M0205,Meat,Quality Meats Deluxe Beef,200
M0205,Meat,Quality Meats Deluxe Beef,500
M0206,Meat,Quality Meats Gold Pork,200
M0206,Meat,Quality Meats Gold Pork,500
M0207,Meat,Butcher's Choice Classic Lamb,200
M0207,Meat,Butcher's Choice Classic Lamb,500
M0208,Meat,Quality Meats Value Turkey,200
M0208,Meat,Quality Meats Value Turkey,500
M0209,Meat,Premium Select Extra Sausage,200
M0209,Meat,Premium Select Extra Sausage,500
M0210,Meat,Quality Meats Deluxe Bacon,200
M0210,Meat,Quality Meats Deluxe Bacon,500
M0211,Meat,Quality Meats Original Ham,200
M0211,Meat,Quality Meats Original Ham,500
M0212,Meat,Premium Select Premium Salami,200
M0212,Meat,Premium Select Premium Salami,500
M0213,Meat,Quality Meats Gold Pepperoni,200
M0213,Meat,Quality Meats Gold Pepperoni,500
M0214,Meat,Premium Select Deluxe Ground Meat,200
M0214,Meat,Premium Select Deluxe Ground Meat,500
M0215,Meat,Butcher's Choice Premium Steak,200
M0215,Meat,Butcher's Choice Premium Steak,500
M0216,Meat,Premium Select Extra Ribs,200
M0216,Meat,Premium Select Extra Ribs,500
M0217,Meat,Butcher's Choice Super Brisket,200
M0217,Meat,Butcher's Choice Super Brisket,500
M0218,Meat,Farm Raised Signature Veal,200
M0218,Meat,Farm Raised Signature Veal,500
M0219,Meat,Quality Meats Fresh Duck,200
M0219,Meat,Quality Meats Fresh Duck,500
M0220,Meat,Quality Meats Signature Venison,200
M0220,Meat,Quality Meats Signature Venison,500
M0221,Meat,Quality Meats Original Rabbit,200
M0221,Meat,Quality Meats Original Rabbit,500
M0222,Meat,Farm Raised Pure Goat,200
M0222,Meat,Farm Raised Pure Goat,500
M0223,Meat,Quality Meats Organic Liver,200
M0223,Meat,Quality Meats Organic Liver,500
M0224,Meat,Quality Meats Classic Chicken Wings,200
M0224,Meat,Quality Meats Classic Chicken Wings,500
M0225,Meat,Farm Raised Light Chicken Breast,200
M0225,Meat,Farm Raised Light Chicken Breast,500
M0226,Meat,Prime Cuts Wild Chicken Thigh,200
M0226,Meat,Prime Cuts Wild Chicken Thigh,500
M0227,Meat,Prime Cuts Signature Beef Sirloin,200
M0227,Meat,Prime Cuts Signature Beef Sirloin,500
M0228,Meat,Prime Cuts Gourmet Beef Tenderloin,200
M0228,Meat,Prime Cuts Gourmet Beef Tenderloin,500
M0229,Meat,Premium Select Gourmet Pork Chop,200
M0229,Meat,Premium Select Gourmet Pork Chop,500
M0230,Meat,Butcher's Choice Organic Pork Belly,200
M0230,Meat,Butcher's Choice Organic Pork Belly,500
M0231,Meat,Premium Select Special Lamb Chop,200
M0231,Meat,Premium Select Special Lamb Chop,500
M0232,Meat,Prime Cuts Super Meatballs,200
M0232,Meat,Prime Cuts Super Meatballs,500
M0233,Meat,Prime Cuts Classic Chicken,200
M0233,Meat,Prime Cuts Classic Chicken,500
M0234,Meat,Premium Select Value Beef,200
M0234,Meat,Premium Select Value Beef,500
M0235,Meat,Premium Select Super Pork,200
M0235,Meat,Premium Select Super Pork,500
M0236,Meat,Quality Meats Silver Lamb,200
M0236,Meat,Quality Meats Silver Lamb,500
M0237,Meat,Premium Select Gourmet Turkey,200
M0237,Meat,Premium Select Gourmet Turkey,500
M0238,Meat,Prime Cuts Classic Sausage,200
M0238,Meat,Prime Cuts Classic Sausage,500
M0239,Meat,Prime Cuts Light Bacon,200
M0239,Meat,Prime Cuts Light Bacon,500
M0240,Meat,Farm Raised Premium Ham,200
M0240,Meat,Farm Raised Premium Ham,500
M0241,Meat,Farm Raised Classic Salami,200
M0241,Meat,Farm Raised Classic Salami,500
M0242,Meat,Butcher's Choice Classic Pepperoni,200
M0242,Meat,Butcher's Choice Classic Pepperoni,500
M0243,Meat,Premium Select Signature Ground Meat,200
M0243,Meat,Premium Select Signature Ground Meat,500
M0244,Meat,Quality Meats Light Steak,200
M0244,Meat,Quality Meats Light Steak,500
M0245,Meat,Butcher's Choice Premium Ribs,200
M0245,Meat,Butcher's Choice Premium Ribs,500
M0246,Meat,Prime Cuts Gourmet Brisket,200
M0246,Meat,Prime Cuts Gourmet Brisket,500
M0247,Meat,Farm Raised Natural Veal,200
M0247,Meat,Farm Raised Natural Veal,500
M0248,Meat,Quality Meats Silver Duck,200
M0248,Meat,Quality Meats Silver Duck,500
M0249,Meat,Quality Meats Special Venison,200
M0249,Meat,Quality Meats Special Venison,500
M0250,Meat,Farm Raised Organic Rabbit,200
M0250,Meat,Farm Raised Organic Rabbit,500
M0251,Meat,Prime Cuts Extra Goat,200
M0251,Meat,Prime Cuts Extra Goat,500
M0252,Meat,Prime Cuts Value Liver,200
M0252,Meat,Prime Cuts Value Liver,500
M0253,Meat,Quality Meats Signature Chicken Wings,200
M0253,Meat,Quality Meats Signature Chicken Wings,500
M0254,Meat,Prime Cuts Traditional Chicken Breast,200
M0254,Meat,Prime Cuts Traditional Chicken Breast,500
M0255,Meat,Quality Meats Pure Chicken Thigh,200
M0255,Meat,Quality Meats Pure Chicken Thigh,500
M0256,Meat,Quality Meats Value Beef Sirloin,200
M0256,Meat,Quality Meats Value Beef Sirloin,500
M0257,Meat,Butcher's Choice Pure Beef Tenderloin,200
M0257,Meat,Butcher's Choice Pure Beef Tenderloin,500
M0258,Meat,Farm Raised Special Pork Chop,200
M0258,Meat,Farm Raised Special Pork Chop,500
M0259,Meat,Farm Raised Traditional Pork Belly,200
M0259,Meat,Farm Raised Traditional Pork Belly,500
M0260,Meat,Quality Meats Fresh Lamb Chop,200
M0260,Meat,Quality Meats Fresh Lamb Chop,500
M0261,Meat,Butcher's Choice Super Meatballs,200
M0261,Meat,Butcher's Choice Super Meatballs,500
M0262,Meat,Butcher's Choice Homestyle Chicken,200
M0262,Meat,Butcher's Choice Homestyle Chicken,500
M0263,Meat,Farm Raised Classic Beef,200
M0263,Meat,Farm Raised Classic Beef,500
M0264,Meat,Premium Select Silver Pork,200
M0264,Meat,Premium Select Silver Pork,500
M0265,Meat,Premium Select Deluxe Lamb,200
M0265,Meat,Premium Select Deluxe Lamb,500
M0266,Meat,Butcher's Choice Special Turkey,200
M0266,Meat,Butcher's Choice Special Turkey,500
M0267,Meat,Butcher's Choice Special Sausage,200
M0267,Meat,Butcher's Choice Special Sausage,500
M0268,Meat,Farm Raised Signature Bacon,200
M0268,Meat,Farm Raised Signature Bacon,500
M0269,Meat,Farm Raised Silver Ham,200
M0269,Meat,Farm Raised Silver Ham,500
M0270,Meat,Farm Raised Organic Salami,200
M0270,Meat,Farm Raised Organic Salami,500
M0271,Meat,Prime Cuts Natural Pepperoni,200
M0271,Meat,Prime Cuts Natural Pepperoni,500
M0272,Meat,Farm Raised Gold Ground Meat,200
M0272,Meat,Farm Raised Gold Ground Meat,500
M0273,Meat,Premium Select Natural Steak,200
M0273,Meat,Premium Select Natural Steak,500
M0274,Meat,Quality Meats Pure Ribs,200
M0274,Meat,Quality Meats Pure Ribs,500
M0275,Meat,Premium Select Special Brisket,200
M0275,Meat,Premium Select Special Brisket,500
M0276,Meat,Prime Cuts Deluxe Veal,200
M0276,Meat,Prime Cuts Deluxe Veal,500
M0277,Meat,Prime Cuts Gold Duck,200
M0277,Meat,Prime Cuts Gold Duck,500
M0278,Meat,Premium Select Fresh Venison,200
M0278,Meat,Premium Select Fresh Venison,500
M0279,Meat,Quality Meats Deluxe Rabbit,200
M0279,Meat,Quality Meats Deluxe Rabbit,500
M0280,Meat,Premium Select Gourmet Goat,200
M0280,Meat,Premium Select Gourmet Goat,500
M0281,Meat,Butcher's Choice Deluxe Liver,200
M0281,Meat,Butcher's Choice Deluxe Liver,500
M0282,Meat,Prime Cuts Premium Chicken Wings,200
M0282,Meat,Prime Cuts Premium Chicken Wings,500
M0283,Meat,Butcher's Choice Artisan Chicken Breast,200
M0283,Meat,Butcher's Choice Artisan Chicken Breast,500
M0284,Meat,Farm Raised Classic Chicken Thigh,200
M0284,Meat,Farm Raised Classic Chicken Thigh,500
M0285,Meat,Farm Raised Deluxe Beef Sirloin,200
M0285,Meat,Farm Raised Deluxe Beef Sirloin,500
M0286,Meat,Farm Raised Classic Beef Tenderloin,200
M0286,Meat,Farm Raised Classic Beef Tenderloin,500
M0287,Meat,Farm Raised Special Pork Chop,200
M0287,Meat,Farm Raised Special Pork Chop,500
M0288,Meat,Premium Select Natural Pork Belly,200
M0288,Meat,Premium Select Natural Pork Belly,500
M0289,Meat,Quality Meats Homestyle Lamb Chop,200
M0289,Meat,Quality Meats Homestyle Lamb Chop,500
M0290,Meat,Premium Select Silver Meatballs,200
M0290,Meat,Premium Select Silver Meatballs,500
M0291,Meat,Farm Raised Silver Chicken,200
M0291,Meat,Farm Raised Silver Chicken,500
M0292,Meat,Premium Select Gourmet Beef,200
M0292,Meat,Premium Select Gourmet Beef,500
M0293,Meat,Quality Meats Value Pork,200
M0293,Meat,Quality Meats Value Pork,500
M0294,Meat,Quality Meats Value Lamb,200
M0294,Meat,Quality Meats Value Lamb,500
M0295,Meat,Quality Meats Signature Turkey,200
M0295,Meat,Quality Meats Signature Turkey,500
M0296,Meat,Premium Select Wild Sausage,200
M0296,Meat,Premium Select Wild Sausage,500
M0297,Meat,Prime Cuts Value Bacon,200
M0297,Meat,Prime Cuts Value Bacon,500
M0298,Meat,Premium Select Premium Ham,200
M0298,Meat,Premium Select Premium Ham,500
M0299,Meat,Prime Cuts Original Salami,200
M0299,Meat,Prime Cuts Original Salami,500
M0300,Meat,Butcher's Choice Traditional Pepperoni,200
M0300,Meat,Butcher's Choice Traditional Pepperoni,500
M0301,Meat,Farm Raised Traditional Ground Meat,200
M0301,Meat,Farm Raised Traditional Ground Meat,500
M0302,Meat,Premium Select Silver Steak,200
M0302,Meat,Premium Select Silver Steak,500
M0303,Meat,Premium Select Deluxe Ribs,200
M0303,Meat,Premium Select Deluxe Ribs,500
M0304,Meat,Quality Meats Classic Brisket,200
M0304,Meat,Quality Meats Classic Brisket,500
M0305,Meat,Butcher's Choice Gourmet Veal,200
M0305,Meat,Butcher's Choice Gourmet Veal,500
M0306,Meat,Farm Raised Organic Duck,200
M0306,Meat,Farm Raised Organic Duck,500
M0307,Meat,Premium Select Premium Venison,200
M0307,Meat,Premium Select Premium Venison,500
M0308,Meat,Prime Cuts Traditional Rabbit,200
M0308,Meat,Prime Cuts Traditional Rabbit,500
M0309,Meat,Premium Select Signature Goat,200
M0309,Meat,Premium Select Signature Goat,500
M0310,Meat,Prime Cuts Special Liver,200
M0310,Meat,Prime Cuts Special Liver,500
M0311,Meat,Quality Meats Super Chicken Wings,200
M0311,Meat,Quality Meats Super Chicken Wings,500
M0312,Meat,Premium Select Signature Chicken Breast,200
M0312,Meat,Premium Select Signature Chicken Breast,500
M0313,Meat,Prime Cuts Traditional Chicken Thigh,200
M0313,Meat,Prime Cuts Traditional Chicken Thigh,500
M0314,Meat,Butcher's Choice Gold Beef Sirloin,200
M0314,Meat,Butcher's Choice Gold Beef Sirloin,500
M0315,Meat,Prime Cuts Traditional Beef Tenderloin,200
M0315,Meat,Prime Cuts Traditional Beef Tenderloin,500
M0316,Meat,Farm Raised Organic Pork Chop,200
M0316,Meat,Farm Raised Organic Pork Chop,500
M0317,Meat,Prime Cuts Classic Pork Belly,200
M0317,Meat,Prime Cuts Classic Pork Belly,500
M0318,Meat,Farm Raised Homestyle Lamb Chop,200
M0318,Meat,Farm Raised Homestyle Lamb Chop,500
M0319,Meat,Farm Raised Special Meatballs,200
M0319,Meat,Farm Raised Special Meatballs,500
M0320,Meat,Farm Raised Signature Chicken,200
M0320,Meat,Farm Raised Signature Chicken,500
M0321,Meat,Farm Raised Silver Beef,200
M0321,Meat,Farm Raised Silver Beef,500
M0322,Meat,Prime Cuts Pure Pork,200
M0322,Meat,Prime Cuts Pure Pork,500
M0323,Meat,Farm Raised Extra Lamb,200
M0323,Meat,Farm Raised Extra Lamb,500
M0324,Meat,Quality Meats Value Turkey,200
M0324,Meat,Quality Meats Value Turkey,500
M0325,Meat,Prime Cuts Light Sausage,200
M0325,Meat,Prime Cuts Light Sausage,500
M0326,Meat,Premium Select Light Bacon,200
M0326,Meat,Premium Select Light Bacon,500
M0327,Meat,Premium Select Light Ham,200
M0327,Meat,Premium Select Light Ham,500
M0328,Meat,Prime Cuts Gourmet Salami,200
M0328,Meat,Prime Cuts Gourmet Salami,500
M0329,Meat,Quality Meats Pure Pepperoni,200
M0329,Meat,Quality Meats Pure Pepperoni,500
M0330,Meat,Farm Raised Extra Ground Meat,200
M0330,Meat,Farm Raised Extra Ground Meat,500
M0331,Meat,Quality Meats Special Steak,200
M0331,Meat,Quality Meats Special Steak,500
M0332,Meat,Butcher's Choice Super Ribs,200
M0332,Meat,Butcher's Choice Super Ribs,500
M0333,Meat,Butcher's Choice Natural Brisket,200
M0333,Meat,Butcher's Choice Natural Brisket,500
M0334,Meat,Quality Meats Signature Veal,200
M0334,Meat,Quality Meats Signature Veal,500
M0335,Meat,Quality Meats Deluxe Duck,200
M0335,Meat,Quality Meats Deluxe Duck,500
M0336,Meat,Quality Meats Deluxe Venison,200
M0336,Meat,Quality Meats Deluxe Venison,500
M0337,Meat,Farm Raised Gourmet Rabbit,200
M0337,Meat,Farm Raised Gourmet Rabbit,500
M0338,Meat,Premium Select Natural Goat,200
M0338,Meat,Premium Select Natural Goat,500
M0339,Meat,Premium Select Wild Liver,200
M0339,Meat,Premium Select Wild Liver,500
M0340,Meat,Premium Select Gourmet Chicken Wings,200
M0340,Meat,Premium Select Gourmet Chicken Wings,500
M0341,Meat,Butcher's Choice Fresh Chicken Breast,200
M0341,Meat,Butcher's Choice Fresh Chicken Breast,500
M0342,Meat,Premium Select Signature Chicken Thigh,200
M0342,Meat,Premium Select Signature Chicken Thigh,500
M0343,Meat,Farm Raised Fresh Beef Sirloin,200
M0343,Meat,Farm Raised Fresh Beef Sirloin,500
M0344,Meat,Quality Meats Classic Beef Tenderloin,200
M0344,Meat,Quality Meats Classic Beef Tenderloin,500
M0345,Meat,Quality Meats Silver Pork Chop,200
M0345,Meat,Quality Meats Silver Pork Chop,500
M0346,Meat,Prime Cuts Original Pork Belly,200
M0346,Meat,Prime Cuts Original Pork Belly,500
M0347,Meat,Butcher's Choice Classic Lamb Chop,200
M0347,Meat,Butcher's Choice Classic Lamb Chop,500
M0348,Meat,Farm Raised Gold Meatballs,200
M0348,Meat,Farm Raised Gold Meatballs,500
M0349,Meat,Butcher's Choice Special Chicken,200
M0349,Meat,Butcher's Choice Special Chicken,500
M0350,Meat,Premium Select Signature Beef,200
M0350,Meat,Premium Select Signature Beef,500
M0351,Meat,Butcher's Choice Original Pork,200
M0351,Meat,Butcher's Choice Original Pork,500
M0352,Meat,Butcher's Choice Pure Lamb,200
M0352,Meat,Butcher's Choice Pure Lamb,500
M0353,Meat,Prime Cuts Light Turkey,200
M0353,Meat,Prime Cuts Light Turkey,500
M0354,Meat,Butcher's Choice Fresh Sausage,200
M0354,Meat,Butcher's Choice Fresh Sausage,500
M0355,Meat,Premium Select Natural Bacon,200
M0355,Meat,Premium Select Natural Bacon,500
M0356,Meat,Butcher's Choice Artisan Ham,200
M0356,Meat,Butcher's Choice Artisan Ham,500
M0357,Meat,Farm Raised Artisan Salami,200
M0357,Meat,Farm Raised Artisan Salami,500
M0358,Meat,Prime Cuts Light Pepperoni,200
M0358,Meat,Prime Cuts Light Pepperoni,500
M0359,Meat,Butcher's Choice Organic Ground Meat,200
M0359,Meat,Butcher's Choice Organic Ground Meat,500
M0360,Meat,Butcher's Choice Natural Steak,200
M0360,Meat,Butcher's Choice Natural Steak,500
M0361,Meat,Quality Meats Value Ribs,200
M0361,Meat,Quality Meats Value Ribs,500
M0362,Meat,Premium Select Classic Brisket,200
M0362,Meat,Premium Select Classic Brisket,500
M0363,Meat,Butcher's Choice Pure Veal,200
M0363,Meat,Butcher's Choice Pure Veal,500
M0364,Meat,Prime Cuts Artisan Duck,200
M0364,Meat,Prime Cuts Artisan Duck,500
M0365,Meat,Premium Select Premium Venison,200
M0365,Meat,Premium Select Premium Venison,500
M0366,Meat,Butcher's Choice Silver Rabbit,200
M0366,Meat,Butcher's Choice Silver Rabbit,500
M0367,Meat,Butcher's Choice Classic Goat,200
M0367,Meat,Butcher's Choice Classic Goat,500
M0368,Meat,Quality Meats Value Liver,200
M0368,Meat,Quality Meats Value Liver,500
M0369,Meat,Prime Cuts Artisan Chicken Wings,200
M0369,Meat,Prime Cuts Artisan Chicken Wings,500
M0370,Meat,Premium Select Deluxe Chicken Breast,200
M0370,Meat,Premium Select Deluxe Chicken Breast,500
M0371,Meat,Premium Select Original Chicken Thigh,200
M0371,Meat,Premium Select Original Chicken Thigh,500
M0372,Meat,Quality Meats Classic Beef Sirloin,200
M0372,Meat,Quality Meats Classic Beef Sirloin,500
M0373,Meat,Premium Select Natural Beef Tenderloin,200
M0373,Meat,Premium Select Natural Beef Tenderloin,500
M0374,Meat,Farm Raised Gourmet Pork Chop,200
